"Anim","Sex","Loca","Leng","Head","Ear","Arm","Leg","Pes","Tail","Weight","Age"
56,1,"Hb",NA,900,589,741,1686,1338,3620,20690,267
56,1,"Hb",NA,909,613,743,1734,1345,3710,22250,281
56,1,"Hb",NA,937,649,767,1788,1379,3930,24230,295
56,1,"Hb",NA,941,647,793,1796,1416,4180,26050,309
56,1,"Hb",NA,963,668,825,1812,1420,4320,28420,323
56,1,"Hb",NA,972,648,831,1872,1469,4420,31080,337
56,1,"Hb",NA,980,644,848,1874,1459,4370,NA,351
56,1,"Hb",860,1003,655,844,1926,1434,4160,34000,364
56,1,"Hb",895,1035,676,919,2003,1453,4310,38000,414
56,1,"Hb",924,1052,650,912,2049,1478,4380,42500,449
56,1,"Hb",925,1065,683,958,2083,1428,4440,44500,484
56,1,"Hb",946,1078,684,985,2119,1495,4330,46000,512
56,1,"Hb",990,1090,682,1006,2183,1516,4500,53000,547
56,1,"Hb",980,1101,690,1047,2240,1543,4540,56000,580
56,1,"Hb",1000,1105,710,1058,2245,1522,4630,59000,603
56,1,"Hb",1002,1133,730,1090,2250,1540,4720,60000,640
56,1,"Hb",1012,1124,704,1092,2234,1537,4930,56500,658
68,1,"Hb",NA,77,NA,NA,NA,NA,NA,NA,0
68,1,"Hb",NA,80,NA,65,75,61,120,NA,14
68,1,"Hb",NA,180,58,100,125,92,184,NA,28
68,1,"Hb",NA,227,87,131,190,137,315,NA,42
68,1,"Hb",NA,286,111,162,249,177,404,180,56
68,1,"Hb",NA,331,130,188,307,230,518,300,69
68,1,"Hb",NA,377,156,223,383,288,612,480,84
68,1,"Hb",NA,402,157,233,418,312,639,610,91
68,1,"Hb",NA,415,189,247,453,338,742,520,119
68,1,"Hb",NA,464,211,275,549,398,852,780,133
68,1,"Hb",NA,507,251,316,625,479,990,1120,147
68,1,"Hb",NA,548,285,361,733,583,1230,1550,161
68,1,"Hb",NA,580,334,420,867,713,1420,2210,175
68,1,"Hb",NA,633,414,468,1000,850,1685,3100,189
68,1,"Hb",NA,682,434,525,1115,974,2010,4600,203
68,1,"Hb",NA,719,448,580,1258,1057,2510,6360,217
68,1,"Hb",NA,760,543,609,1350,1112,2720,7800,226
68,1,"Hb",NA,788,567,644,1430,1182,2970,9890,238
68,1,"Hb",NA,804,639,681,1510,1229,3160,12860,252
68,1,"Hb",NA,863,589,700,1568,1254,3260,16150,266
68,1,"Hb",NA,883,637,745,1672,1289,3420,21200,285
68,1,"Hb",NA,910,653,755,1701,1281,3560,23480,294
68,1,"Hb",NA,924,649,793,1759,1328,3630,27960,308
68,1,"Hb",NA,928,646,804,1773,1336,3730,28920,315
68,1,"Hb",NA,943,662,801,1813,1366,3980,31480,329
68,1,"Hb",NA,984,669,838,1848,1375,3880,33130,343
68,1,"Hb",NA,965,657,849,1866,1384,3870,33320,357
68,1,"Hb",832,972,664,869,1886,1386,4060,33500,370
68,1,"Hb",864,1006,671,923,1945,1405,4200,37000,400
68,1,"Hb",890,1010,708,928,1983,1418,4310,38500,434
68,1,"Hb",918,1032,693,967,2041,1451,4390,46000,483
68,1,"Hb",933,1053,719,995,2092,1431,4470,46000,532
68,1,"Hb",947,1054,685,1013,2115,1441,4590,49000,560
68,1,"Hb",953,1049,708,1021,2122,1447,4620,50000,589
68,1,"Hb",959,1065,731,1051,2158,1455,4620,54000,615
68,1,"Hb",979,1089,718,1088,2200,1466,4590,55000,658
68,1,"Hb",981,1093,729,1125,2199,1487,4720,57500,675
68,1,"Hb",1003,1100,734,1134,2232,1480,4920,54500,704
69,2,"Ha",NA,65,NA,NA,NA,NA,NA,NA,0
69,2,"Ha",NA,124,NA,58,70,60,115,NA,14
69,2,"Ha",NA,174,58,88,124,95,238,NA,28
69,2,"Ha",NA,224,75,112,179,80,325,NA,41
70,2,"Hb",NA,74,NA,NA,NA,NA,NA,NA,0
70,2,"Hb",NA,94,NA,50,36,NA,NA,NA,7
70,2,"Hb",NA,111,NA,56,62,50,92,NA,9
70,2,"Hb",NA,165,37,85,108,83,149,NA,23
70,2,"Hb",NA,210,74,122,168,72,280,NA,37
70,2,"Hb",NA,260,99,141,224,159,363,155,51
70,2,"Hb",NA,312,122,166,283,205,444,220,64
70,2,"Hb",NA,366,132,195,343,248,575,340,79
70,2,"Hb",NA,385,151,207,386,278,582,460,86
70,2,"Hb",NA,384,171,215,402,300,653,NA,114
71,1,"G",NA,68,NA,NA,NA,NA,NA,NA,0
71,1,"G",NA,94,NA,50,36,NA,NA,NA,5
71,1,"G",NA,140,NA,127,90,70,130,NA,19
71,1,"G",NA,194,60,100,146,110,185,NA,33
71,1,"G",NA,241,88,131,203,144,326,NA,47
71,1,"G",NA,281,95,150,241,174,411,180,60
71,1,"G",NA,314,115,167,285,208,492,220,75
71,1,"G",NA,333,112,185,311,225,524,320,82
71,1,"G",NA,423,168,238,455,356,722,660,110
71,1,"G",NA,460,195,266,525,415,840,870,124
71,1,"G",NA,498,211,296,605,477,1010,1100,138
71,1,"G",NA,534,224,331,691,560,1150,1410,152
71,1,"G",NA,578,278,374,792,667,1310,1840,166
71,1,"G",NA,607,334,425,924,767,1568,2430,180
71,1,"G",NA,654,381,452,1033,894,1870,3430,194
71,1,"G",NA,690,430,512,1138,970,2130,4690,208
71,1,"G",NA,716,436,541,1210,1027,2380,5840,217
71,1,"G",NA,777,478,598,1297,1121,2690,7620,229
71,1,"G",NA,794,528,617,1377,1165,2900,10030,243
71,1,"G",NA,824,530,632,1451,1178,3050,13040,257
71,1,"G",NA,870,555,673,1532,1227,3280,17870,276
71,1,"G",NA,879,558,690,1553,1240,3240,20210,285
71,1,"G",NA,910,570,701,1599,1288,3310,24030,292
71,1,"G",NA,895,582,730,1632,1279,3400,25740,306
71,1,"G",NA,935,585,746,1680,1275,3480,28560,320
71,1,"G",NA,956,583,765,1733,1295,3740,29140,334
71,1,"G",NA,980,587,782,1732,1326,3740,28680,348
71,1,"G",803,950,594,800,1756,1315,3820,30000,361
71,1,"G",837,985,607,827,1821,1349,4080,31000,391
71,1,"G",857,990,608,859,1844,1363,4140,35000,425
71,1,"G",874,1019,591,891,1878,1367,4190,38500,467
71,1,"G",884,1026,628,867,1951,1391,4150,36900,502
72,1,"G",NA,83,NA,NA,NA,NA,NA,NA,1
72,1,"G",NA,108,55,NA,57,50,99,NA,10
72,1,"G",NA,157,46,85,105,75,155,NA,24
72,1,"G",NA,205,82,112,157,118,262,NA,38
72,1,"G",NA,255,90,145,215,162,333,154,51
73,2,"Ha",NA,127,NA,63,71,55,96,NA,14
73,2,"Ha",NA,155,57,97,118,83,195,NA,28
73,2,"Ha",NA,224,80,120,190,129,282,NA,41
73,2,"Ha",NA,283,111,148,243,186,396,190,56
73,2,"Ha",NA,313,129,160,274,198,443,260,63
73,2,"Ha",NA,396,144,211,406,309,658,560,91
73,2,"Ha",NA,441,188,242,483,380,751,740,105
73,2,"Ha",NA,485,208,277,570,454,900,1030,119
73,2,"Ha",NA,522,250,315,655,555,1080,1310,133
73,2,"Ha",NA,565,285,348,776,637,1350,1740,147
73,2,"Ha",NA,608,305,395,890,767,1472,2290,161
73,2,"Ha",NA,647,393,449,1018,885,1780,3220,175
73,2,"Ha",NA,685,438,495,1136,1001,2140,4410,189
73,2,"Ha",NA,714,470,530,1221,1076,2370,5420,198
73,2,"Ha",NA,744,553,580,1332,1144,2710,7210,210
73,2,"Ha",NA,788,565,612,1433,1225,3110,9870,224
73,2,"Ha",NA,840,595,645,1518,1269,3290,13050,238
73,2,"Ha",NA,845,628,676,1598,1287,3390,17660,257
73,2,"Ha",NA,890,631,688,1642,1307,3610,20490,266
73,2,"Ha",NA,914,661,720,1707,1329,3620,23940,281
73,2,"Ha",NA,903,670,721,1714,1332,3610,24930,287
73,2,"Ha",NA,924,672,744,1766,1361,3690,27720,301
73,2,"Ha",NA,957,626,759,1796,1362,3920,NA,315
73,2,"Ha",NA,949,675,769,1788,1370,3970,28150,329
73,2,"Ha",NA,962,658,766,1800,1366,4050,30000,342
73,2,"Ha",NA,952,691,782,1803,1378,4000,25720,358
73,2,"Ha",817,968,669,793,1831,1373,4070,25000,371
73,2,"Ha",849,999,671,805,1840,1383,4210,28500,406
73,2,"Ha",864,1001,660,822,1870,1384,4210,32000,449
73,2,"Ha",853,1001,669,834,1909,1410,4220,30500,478
73,2,"Ha",874,1005,661,825,1916,1396,4180,32500,503
73,2,"Ha",870,1009,671,832,1924,1400,4300,36500,531
73,2,"Ha",874,1018,665,840,1969,1401,4220,35000,560
73,2,"Ha",879,1024,679,847,1939,1425,4280,35500,587
73,2,"Ha",892,1037,695,867,1984,1402,4280,39000,629
73,2,"Ha",916,1041,701,880,2005,1432,4350,37000,678
73,2,"Ha",907,1054,702,884,2010,1415,4420,36500,707
74,2,"G",NA,80,NA,NA,NA,NA,NA,NA,2
74,2,"G",NA,119,NA,58,61,45,91,NA,11
75,1,"G",NA,75,NA,NA,NA,NA,NA,NA,2
75,1,"G",NA,76,NA,38,NA,NA,NA,NA,3
75,1,"G",NA,170,50,87,114,86,198,NA,30
75,1,"G",NA,224,82,124,176,138,295,NA,45
75,1,"G",NA,248,92,132,212,152,328,160,52
75,1,"G",NA,336,114,196,318,241,550,340,80
75,1,"G",NA,383,140,207,375,285,613,480,94
75,1,"G",NA,416,155,238,448,346,702,630,108
75,1,"G",NA,453,179,266,515,414,810,800,122
75,1,"G",NA,488,208,296,588,474,1000,1020,136
75,1,"G",NA,527,239,331,691,563,1170,1380,150
75,1,"G",NA,563,281,379,795,660,1350,1870,164
75,1,"G",NA,616,310,436,926,752,1570,2650,178
75,1,"G",NA,638,350,464,1017,873,1820,3340,187
75,1,"G",NA,660,410,502,1105,960,2000,4410,199
75,1,"G",NA,712,462,560,1222,1062,2400,6120,213
75,1,"G",NA,760,499,603,1334,1137,2800,8260,227
75,1,"G",NA,800,NA,636,1407,1188,2970,11470,246
75,1,"G",NA,807,NA,637,1438,1205,2940,12800,255
75,1,"G",NA,830,NA,657,1478,1208,3070,15620,269
75,1,"G",NA,823,NA,671,1505,1224,3140,17300,276
75,1,"G",NA,872,NA,699,1566,1271,3270,20090,290
75,1,"G",NA,874,NA,712,1621,1295,3330,20550,304
75,1,"G",NA,875,NA,731,1640,1282,3440,21750,318
75,1,"G",NA,899,NA,750,1643,1301,3560,23600,331
75,1,"G",NA,920,NA,767,1676,1311,3690,26290,347
75,1,"G",787,914,NA,774,1721,1309,3820,27500,360
75,1,"G",822,954,NA,824,1783,1342,3920,32500,395
75,1,"G",863,994,NA,854,1832,1360,4090,36500,437
75,1,"G",877,996,NA,869,1874,1387,4130,20000,493
75,1,"G",860,1010,NA,867,1872,1388,4180,29000,521
75,1,"G",889,1002,NA,879,1870,1394,4290,36000,550
75,1,"G",902,1024,NA,903,1961,1400,4180,41000,577
75,1,"G",898,1048,NA,926,1973,1406,4240,47000,619
75,1,"G",941,1051,NA,982,2029,1439,4430,49000,668
75,1,"G",960,1060,NA,989,2050,1442,4630,47000,696
76,2,"Ha",NA,79,NA,NA,NA,NA,NA,NA,1
76,2,"Ha",NA,115,NA,59,65,58,99,NA,11
76,2,"Ha",NA,170,55,87,102,85,178,NA,26
76,2,"Ha",NA,198,69,102,148,110,178,NA,33
76,2,"Ha",NA,303,115,152,266,195,459,230,61
76,2,"Ha",NA,345,127,180,327,241,541,340,75
76,2,"Ha",NA,392,154,205,390,293,638,510,89
76,2,"Ha",NA,433,184,238,469,365,745,700,103
76,2,"Ha",NA,475,200,273,553,433,889,930,117
76,2,"Ha",NA,520,241,305,650,525,1035,1210,131
76,2,"Ha",NA,560,280,348,766,646,1210,1670,145
76,2,"Ha",NA,595,332,394,882,745,1410,2240,159
76,2,"Ha",NA,619,362,424,960,828,1600,2660,168
76,2,"Ha",NA,655,434,468,1064,913,1870,3470,180
76,2,"Ha",NA,689,436,524,1170,1039,2310,4680,194
76,2,"Ha",NA,731,528,556,1280,1126,2560,6370,208
76,2,"Ha",NA,775,556,614,1429,1201,3080,9430,227
76,2,"Ha",NA,808,573,634,1455,1396,3220,11110,236
76,2,"Ha",NA,841,590,659,1515,1263,3230,15030,250
76,2,"Ha",NA,871,622,673,1554,1274,3300,17190,257
76,2,"Ha",NA,876,635,698,1622,1282,3560,21060,271
76,2,"Ha",NA,910,624,725,1665,1297,3540,23630,285
76,2,"Ha",NA,902,649,739,1682,1327,3680,24920,299
76,2,"Ha",NA,917,635,740,1733,1324,3760,25790,312
76,2,"Ha",NA,953,635,757,1769,1325,3820,28430,328
76,2,"Ha",827,952,630,790,1792,1341,3970,29000,342
76,2,"Ha",851,970,637,811,1819,1363,4100,35000,376
76,2,"Ha",878,995,650,839,1895,1382,4240,39500,418
76,2,"Ha",884,1002,666,844,1913,1380,4220,41000,446
76,2,"Ha",895,1012,644,853,1935,1392,4270,44500,474
76,2,"Ha",898,1014,661,867,1973,1384,4120,47000,501
76,2,"Ha",902,1025,655,867,1982,1388,4220,45000,530
76,2,"Ha",905,1040,666,868,1980,1398,4220,47500,558
76,2,"Ha",927,1027,694,882,2015,1401,4240,47000,600
76,2,"Ha",928,1038,661,898,2031,1397,4430,47000,649
76,2,"Ha",940,1053,675,914,2062,1400,4440,47000,677
78,1,"Ha",NA,90,NA,NA,NA,NA,NA,NA,4
78,1,"Ha",NA,119,NA,62,62,52,83,NA,11
78,1,"Ha",NA,144,NA,74,83,60,145,NA,18
78,1,"Ha",NA,240,95,130,195,145,320,NA,46
78,1,"Ha",NA,296,99,155,249,183,403,210,60
78,1,"Ha",NA,338,123,177,297,228,487,310,74
78,1,"Ha",NA,377,147,200,353,275,598,410,88
78,1,"Ha",NA,410,162,220,415,323,662,520,102
78,1,"Ha",NA,446,190,256,480,377,754,620,116
78,1,"Ha",NA,480,205,273,549,430,864,860,130
78,1,"Ha",NA,502,235,282,593,469,967,920,144
78,1,"Ha",NA,522,260,309,660,524,1047,1100,153
78,1,"Ha",NA,559,252,333,735,612,1216,1400,165
78,1,"Ha",NA,592,307,377,853,713,1400,1950,179
78,1,"Ha",NA,634,353,430,974,827,1680,2730,193
78,1,"Ha",NA,683,436,500,1149,997,2090,4300,212
78,1,"Ha",NA,714,453,528,1213,1055,2320,5150,221
78,1,"Ha",NA,745,532,561,1324,1135,2620,6980,235
78,1,"Ha",NA,766,542,591,1373,1160,2750,8030,242
78,1,"Ha",NA,809,566,619,1431,1201,3050,11390,256
78,1,"Ha",NA,831,574,638,1509,1234,3110,14230,270
78,1,"Ha",NA,855,585,659,1589,1263,3300,16900,284
78,1,"Ha",NA,899,612,704,1600,1265,3260,19360,297
78,1,"Ha",NA,917,605,717,1678,1308,3430,22150,313
78,1,"Ha",761,917,618,743,1714,1313,3620,23500,326
78,1,"Ha",NA,933,619,758,1752,1330,3820,25360,340
78,1,"Ha",807,961,618,778,1792,1333,3580,28000,361
78,1,"Ha",828,995,643,822,1852,1368,3880,34000,404
78,1,"Ha",843,1006,636,836,1877,1379,3930,35500,431
78,1,"Ha",856,1023,641,839,1911,1385,3970,36500,458
78,1,"Ha",862,1034,660,855,1934,1382,4000,37500,487
78,1,"Ha",878,1067,663,890,1972,1397,3990,41000,515
78,1,"Ha",900,1063,678,897,2008,1402,4080,44000,542
78,1,"Ha",921,1076,679,934,2061,1397,4140,47000,585
78,1,"Ha",942,1081,669,974,2093,1459,4410,49000,634
78,1,"Ha",952,1090,670,1002,2091,1449,4490,48000,662
80,1,"G",NA,68,NA,NA,NA,NA,NA,NA,0
80,1,"G",NA,96,NA,45,40,NA,NA,NA,5
82,1,"G",NA,119,NA,56,59,49,99,NA,11
82,1,"G",NA,168,43,92,114,80,171,NA,25
82,1,"G",NA,212,76,114,156,126,246,NA,39
82,1,"G",NA,269,90,144,225,171,368,200,53
82,1,"G",NA,312,111,174,290,210,475,270,67
82,1,"G",NA,355,121,203,351,254,549,390,81
82,1,"G",NA,410,153,230,422,320,644,610,95
82,1,"G",NA,445,161,255,484,379,760,820,109
82,1,"G",NA,467,177,268,532,419,829,870,118
82,1,"G",NA,491,198,282,571,451,918,930,130
82,1,"G",NA,518,208,303,629,505,1040,1100,144
82,1,"G",NA,530,245,327,681,570,1150,1300,158
82,1,"G",NA,570,268,368,780,660,1300,1690,177
82,1,"G",NA,588,326,390,868,730,1420,2000,186
82,1,"G",NA,612,315,414,907,782,1550,2220,200
88,1,"Hb",NA,110,NA,54,54,45,72,NA,10
88,1,"Hb",NA,163,NA,83,106,78,134,NA,24
88,1,"Hb",NA,214,74,122,164,119,250,NA,38
88,1,"Hb",NA,240,75,135,204,150,315,NA,47
88,1,"Hb",NA,292,105,162,258,173,430,235,59
88,1,"Hb",NA,349,133,199,328,249,554,340,73
88,1,"Hb",NA,401,158,227,407,308,675,550,87
88,1,"Hb",NA,463,185,283,533,417,847,950,106
88,1,"Hb",NA,490,218,303,599,469,926,1110,115
88,1,"Hb",NA,533,256,343,698,571,1110,1500,129
88,1,"Hb",NA,552,285,365,753,627,1200,1740,136
88,1,"Hb",NA,588,320,407,874,727,1430,2150,150
88,1,"Hb",NA,582,302,420,877,721,1370,1450,164
96,2,"Ha",NA,69,NA,NA,NA,NA,NA,NA,0
96,2,"Ha",NA,119,NA,52,58,47,94,NA,11
96,2,"Ha",NA,172,53,85,124,84,210,NA,27
96,2,"Ha",NA,223,81,115,178,128,324,NA,41
96,2,"Ha",NA,274,102,142,235,168,399,180,54
96,2,"Ha",NA,330,123,177,305,231,529,260,75
96,2,"Ha",NA,450,188,254,506,402,840,760,117
96,2,"Ha",NA,494,222,283,580,469,961,970,131
96,2,"Ha",NA,529,245,315,670,542,1130,1210,145
96,2,"Ha",NA,566,289,358,782,657,1320,1690,159
96,2,"Ha",NA,597,328,402,884,744,1470,2100,173
96,2,"Ha",NA,634,343,445,982,840,1720,2860,186
96,2,"Ha",NA,673,398,496,1110,977,2030,4250,200
96,2,"Ha",NA,709,449,531,1191,1058,2400,5480,215
96,2,"Ha",NA,734,510,572,1320,1122,2680,7400,229
96,2,"Ha",NA,767,559,596,1353,1154,2970,9090,242
96,2,"Ha",NA,811,568,630,1438,1185,3020,12720,256
96,2,"Ha",NA,832,582,652,1487,1189,3280,16140,270
96,2,"Ha",NA,863,594,665,1557,1220,3400,19450,284
96,2,"Ha",NA,881,594,688,1613,1244,3430,22200,298
96,2,"Ha",NA,921,614,715,1647,1250,3510,24580,312
96,2,"Ha",NA,962,628,733,1700,1288,3590,27880,334
96,2,"Ha",NA,944,637,753,1731,1307,3720,28250,347
96,2,"Ha",NA,957,652,764,1748,1335,3790,29140,361
96,2,"Ha",NA,963,632,796,1755,1344,3840,29000,375
97,2,"W",NA,77,NA,NA,NA,NA,NA,NA,2
97,2,"W",NA,105,NA,56,55,55,87,NA,10
98,2,"Hb",NA,73,NA,NA,NA,NA,NA,NA,2
98,2,"Hb",NA,110,NA,54,60,45,87,NA,10
98,2,"Hb",NA,163,40,83,116,81,187,NA,26
98,2,"Hb",NA,209,74,115,170,122,285,NA,40
98,2,"Hb",NA,272,99,142,226,165,386,170,53
98,2,"Hb",NA,341,129,186,323,241,560,330,74
98,2,"Hb",NA,479,209,271,548,428,930,900,116
98,2,"Hb",NA,516,240,305,630,513,1050,1200,130
98,2,"Hb",NA,549,267,345,748,615,1240,1540,144
98,2,"Hb",NA,590,305,386,850,726,1330,2090,158
98,2,"Hb",NA,627,340,432,982,813,1630,2780,172
98,2,"Hb",NA,672,412,484,1085,958,2000,3810,185
98,2,"Hb",NA,710,436,527,1198,1056,2340,5220,199
98,2,"Hb",NA,747,486,578,1314,1132,2700,7300,214
98,2,"Hb",NA,796,545,617,1404,1210,3080,9900,228
98,2,"Hb",NA,806,548,647,1488,1252,3200,12270,241
98,2,"Hb",NA,821,564,659,1546,1255,3400,15220,255
98,2,"Hb",NA,853,580,677,1573,1280,3430,17670,269
98,2,"Hb",NA,890,595,700,1635,1303,3560,21110,283
98,2,"Hb",NA,887,602,716,1670,1323,3740,23700,297
98,2,"Hb",NA,925,635,752,1732,1332,3710,26190,311
98,2,"Hb",NA,947,618,767,1766,1350,3820,28930,333
98,2,"Hb",NA,966,639,775,1816,1336,3920,29850,346
98,2,"Hb",NA,978,626,806,1809,1361,4000,30070,360
98,2,"Hb",832,973,639,817,1829,1376,4010,30000,374
100,1,"W",NA,72,NA,NA,NA,NA,NA,NA,0
100,1,"W",NA,142,NA,73,90,68,133,NA,17
100,1,"W",NA,189,64,105,146,106,240,NA,31
100,1,"W",NA,227,90,135,204,147,363,NA,44
100,1,"W",NA,303,114,173,289,215,495,240,65
100,1,"W",NA,430,168,256,484,387,840,670,107
100,1,"W",NA,466,186,287,569,459,910,900,121
100,1,"W",NA,506,235,322,655,544,1040,1170,135
100,1,"W",NA,539,252,364,761,631,1250,1480,149
100,1,"W",NA,573,265,411,865,751,1490,2010,163
100,1,"W",NA,623,283,460,990,863,1710,2710,176
100,1,"W",NA,660,344,519,1079,963,2020,3770,190
100,1,"W",NA,670,410,554,1163,1024,2160,4500,200
101,1,"H3",NA,68,NA,NA,NA,NA,NA,NA,2
101,1,"H3",NA,138,NA,73,88,68,115,NA,18
101,1,"H3",NA,183,59,100,135,100,194,NA,31
101,1,"H3",NA,247,90,131,203,141,300,NA,45
101,1,"H3",NA,317,116,167,276,207,452,270,66
101,1,"H3",NA,462,182,250,497,395,770,820,109
101,1,"H3",NA,497,226,277,570,464,851,1040,123
101,1,"H3",NA,538,265,313,674,540,1040,1340,139
101,1,"H3",NA,566,294,355,749,625,1190,1660,152
101,1,"H3",NA,604,316,378,855,729,1390,2170,164
101,1,"H3",NA,639,362,426,965,842,1580,2990,178
101,1,"H3",NA,682,389,460,1043,908,1870,4010,192
101,1,"H3",NA,716,467,513,1159,1000,2200,5980,207
101,1,"H3",NA,753,508,555,1260,1067,2480,8470,221
101,1,"H3",NA,780,542,576,1319,1084,2600,11000,234
101,1,"H3",NA,805,542,597,1379,1114,2770,13900,248
101,1,"H3",NA,842,561,626,1440,1143,2940,16900,262
101,1,"H3",NA,858,546,653,1475,1172,3080,20090,276
101,1,"H3",NA,884,565,658,1516,1176,3070,22500,290
101,1,"H3",NA,910,614,681,1591,1196,3110,24330,304
101,1,"H3",NA,953,606,704,1624,1209,3170,27420,326
101,1,"H3",NA,941,573,724,1640,1219,3310,27890,339
101,1,"H3",NA,960,629,739,1661,1244,3490,29840,353
101,1,"H3",NA,970,624,763,1666,1253,3620,28000,368
102,2,"Ha",NA,72,NA,NA,NA,NA,NA,NA,0
102,2,"Ha",NA,130,NA,64,76,60,110,NA,15
102,2,"Ha",NA,156,48,87,115,95,213,NA,28
102,2,"Ha",NA,226,83,118,184,78,320,NA,42
102,2,"Ha",NA,298,115,155,269,201,437,220,63
102,2,"Ha",NA,436,171,239,478,373,840,670,107
102,2,"Ha",NA,462,188,263,550,437,850,850,119
102,2,"Ha",NA,500,245,302,638,518,1030,1240,133
102,2,"Ha",NA,530,255,337,744,610,1170,1460,147
102,2,"Ha",NA,568,278,376,844,704,1350,1900,160
102,2,"Ha",NA,610,309,426,965,820,1610,2600,174
102,2,"Ha",NA,654,350,470,1085,937,1930,3490,188
102,2,"Ha",NA,691,445,521,1202,1045,2240,5030,202
102,2,"Ha",NA,734,478,563,1302,1123,2720,7300,217
102,2,"Ha",NA,768,533,597,1408,1195,2970,9850,230
102,2,"Ha",NA,802,555,632,1498,1242,3220,12870,244
102,2,"Ha",NA,818,579,659,1550,1267,3360,15940,258
102,2,"Ha",NA,849,580,680,1609,1291,3370,19440,272
102,2,"Ha",NA,862,598,687,1643,1300,3630,22500,286
102,2,"Ha",NA,897,614,712,1711,1316,3670,25220,300
102,2,"Ha",NA,914,613,730,1702,1316,3740,22840,322
102,2,"Ha",NA,925,618,739,1718,1328,3780,22760,335
102,2,"Ha",NA,937,619,755,1751,1332,3890,23370,349
102,2,"Ha",808,939,598,779,1768,1342,3980,22000,363
104,1,"H3",NA,99,NA,49,NA,NA,NA,NA,8
104,1,"H3",NA,150,NA,100,130,69,151,NA,24
104,1,"H3",NA,201,67,106,143,109,256,NA,38
104,1,"H3",NA,249,98,134,213,155,345,NA,51
104,1,"H3",NA,314,127,169,290,221,500,280,72
104,1,"H3",NA,439,176,257,492,387,840,750,114
104,1,"H3",NA,478,210,285,581,473,927,990,128
104,1,"H3",NA,515,235,318,670,553,1110,1300,142
104,1,"H3",NA,553,257,367,776,653,1250,1750,156
104,1,"H3",NA,592,307,407,897,757,1480,2370,170
104,1,"H3",NA,629,371,458,1017,876,1740,3310,183
104,1,"H3",NA,661,386,485,1079,897,1930,3620,197
104,1,"H3",NA,688,439,521,1151,986,2300,4730,212
104,1,"H3",NA,731,496,560,1270,1086,2580,6760,226
104,1,"H3",NA,760,542,603,1390,1175,2940,9530,230
104,1,"H3",NA,794,563,636,1449,1187,3130,12790,253
104,1,"H3",NA,818,557,652,1519,1205,3280,16420,267
104,1,"H3",NA,849,563,678,1540,1235,3120,19510,281
104,1,"H3",NA,859,577,685,1605,1240,3450,22300,295
104,1,"H3",NA,903,601,722,1668,1282,3360,25160,309
104,1,"H3",NA,952,601,765,1746,1325,3610,29800,331
104,1,"H3",NA,943,632,773,1767,1306,3730,30430,344
104,1,"H3",NA,949,622,804,1810,1340,3800,32230,358
104,1,"H3",831,962,615,833,1833,1373,4020,33500,372
105,1,"Ha",NA,126,NA,64,74,57,112,NA,13
105,1,"Ha",NA,164,53,89,112,87,181,NA,26
105,1,"Ha",NA,222,90,120,176,128,290,NA,40
105,1,"Ha",NA,291,111,168,268,192,431,240,61
105,1,"Ha",NA,435,178,251,487,379,770,780,105
105,1,"Ha",NA,470,210,278,549,444,842,990,117
105,1,"Ha",NA,513,251,316,630,541,1000,1290,131
105,1,"Ha",NA,552,267,353,753,630,1180,1730,145
105,1,"Ha",NA,594,293,407,860,744,1450,2330,158
105,1,"Ha",NA,638,370,461,1002,870,1750,3330,172
105,1,"Ha",NA,684,424,516,1145,1016,2010,4570,186
105,1,"Ha",NA,730,472,568,1259,1103,2420,6250,201
105,1,"Ha",NA,764,535,598,1349,1186,2630,7260,215
105,1,"Ha",NA,781,564,632,1435,1233,2850,9820,228
105,1,"Ha",NA,820,574,670,1515,1294,3130,13050,242
105,1,"Ha",NA,846,622,685,1581,1311,3320,15580,256
105,1,"Ha",NA,866,650,714,1632,1345,3460,19950,270
105,1,"Ha",NA,894,608,747,1705,1361,3580,24240,284
105,1,"Ha",NA,928,665,762,1715,1389,3660,27760,298
105,1,"Ha",NA,958,651,791,1807,1400,3680,31750,320
105,1,"Ha",NA,956,695,811,1810,1405,3850,33220,333
105,1,"Ha",NA,965,674,824,1852,1431,3860,33970,347
105,1,"Ha",NA,983,666,853,1889,1444,4060,33000,361
112,2,"H2",NA,82,NA,NA,NA,NA,NA,NA,1
112,2,"H2",NA,101,NA,55,58,49,70,NA,9
112,2,"H2",NA,184,56,95,136,92,232,NA,30
112,2,"H2",NA,344,133,185,327,246,550,360,72
112,2,"H2",NA,397,155,220,405,301,673,540,86
112,2,"H2",NA,447,174,253,500,387,840,770,102
112,2,"H2",NA,486,211,282,577,444,950,1040,114
112,2,"H2",NA,528,237,315,681,544,1120,1430,128
112,2,"H2",NA,574,277,362,787,634,1380,1930,142
112,2,"H2",NA,616,315,418,920,762,1600,2620,156
112,2,"H2",NA,662,380,471,1053,905,1900,3650,170
112,2,"H2",NA,706,431,522,1180,1027,2300,4850,185
112,2,"H2",NA,729,464,563,1266,1090,2630,6160,197
112,2,"H2",NA,772,489,602,1361,1175,2850,8330,212
112,2,"H2",NA,793,544,634,1451,1215,3150,10640,225
112,2,"H2",NA,830,560,663,1513,1238,3250,13370,239
112,2,"H2",NA,859,560,682,1591,1274,3530,17630,254
112,2,"H2",NA,896,586,718,1635,1277,3680,21860,268
